binary,addr,name,category,auto,body_size,instrs,callers,callees,calls_named,called_by_named,hash,hash_bytes,failure
d2d1.dll,0x18000610d,func_pdata_0x18000610d,func_pdata_,Y,6a,1c,0,0,N,N,0x8e8f36eaea50278c,32,missing_knowledge
d2d1.dll,0x180006178,func_pdata_0x180006178,func_pdata_,Y,30,d,0,0,N,N,0x1c957d4e9a3cca66,32,missing_knowledge
d2d1.dll,0x1800061a9,func_pdata_0x1800061a9,func_pdata_,Y,34,9,2,0,N,N,0xd4ff2941b9970348,32,missing_knowledge
d2d1.dll,0x1800061de,func_pdata_0x1800061de,func_pdata_,Y,12,8,0,0,N,N,0x6dc33b14dadc253d,32,missing_knowledge
d2d1.dll,0x1800061f1,func_pdata_0x1800061f1,func_pdata_,Y,19a,63,1,0,N,N,0xb043980416557c27,32,missing_knowledge
d2d1.dll,0x18000638c,func_pdata_0x18000638c,func_pdata_,Y,38,d,1,0,N,N,0xa5bf18f64321e4d7,32,missing_knowledge
d2d1.dll,0x1800063cc,func_pdata_0x1800063cc,func_pdata_,Y,34,10,6,0,N,N,0xe0e3eaf48a19c9cd,32,missing_knowledge
d2d1.dll,0x180006408,func_pdata_0x180006408,func_pdata_,Y,11b,45,6,0,N,N,0xca0fc0ed3bb578b5,32,missing_knowledge
d2d1.dll,0x18000652c,func_pdata_0x18000652c,func_pdata_,Y,c0,3a,2,0,N,N,0x4db531d5c1ea76ba,32,missing_knowledge
d2d1.dll,0x180006600,func_data_0x6442477056,func_data_,Y,0,0,0,0,N,N,0x24cecd5e230f42a9,32,discovery_failure
d2d1.dll,0x180006620,func_pdata_0x180006620,func_pdata_,Y,96,27,2,0,N,N,0xe7cab1e083a65118,32,missing_knowledge
d2d1.dll,0x1800066b7,func_pdata_0x1800066b7,func_pdata_,Y,45b,10e,1,0,N,N,0xe76c68ab1c7fa83c,32,missing_knowledge
d2d1.dll,0x180006b13,func_pdata_0x180006b13,func_pdata_,Y,0,1,0,0,N,N,0x19dde059b4273f51,32,missing_knowledge
d2d1.dll,0x180006b14,func_pdata_0x180006b14,func_pdata_,Y,18b,6c,1,0,N,N,0x3c31ccce5108df32,32,missing_knowledge
d2d1.dll,0x180006ca8,func_pdata_0x180006ca8,func_pdata_,Y,a0,2e,1,0,N,N,0x063afced1b0c162a,32,missing_knowledge
d2d1.dll,0x180006d50,func_pdata_0x180006d50,func_pdata_,Y,40,e,0,0,N,N,0xf5fa5701969dfa5a,32,missing_knowledge
d2d1.dll,0x180006d91,func_pdata_0x180006d91,func_pdata_,Y,e9,35,0,0,N,N,0x636f4c28a526670c,32,missing_knowledge
d2d1.dll,0x180006e7b,func_pdata_0x180006e7b,func_pdata_,Y,10,5,3,0,N,N,0x10d5d907767b5aa4,32,missing_knowledge
d2d1.dll,0x180006e8c,func_pdata_0x180006e8c,func_pdata_,Y,26,c,1,0,N,N,0x0ff0f16101c14091,32,missing_knowledge
d2d1.dll,0x180006ec0,func_pdata_0x180006ec0,func_pdata_,Y,212,80,0,0,N,N,0xc0c47da511e7275d,32,missing_knowledge
d2d1.dll,0x1800070dc,func_pdata_0x1800070dc,func_pdata_,Y,38f,11e,1,0,N,N,0x4a5f9fe0e07fe639,32,missing_knowledge
d2d1.dll,0x180007474,func_pdata_0x180007474,func_pdata_,Y,23c,ae,1,0,N,N,0xa57a6f8c98c8178d,32,missing_knowledge
d2d1.dll,0x1800076b8,func_pdata_0x1800076b8,func_pdata_,Y,10c,45,1,0,N,N,0x68d2cc4bcd0cba04,32,missing_knowledge
d2d1.dll,0x1800077cc,func_pdata_0x1800077cc,func_pdata_,Y,42c,11c,1,0,N,N,0x80671010646711b0,32,missing_knowledge
d2d1.dll,0x180007c00,func_pdata_0x180007c00,func_pdata_,Y,71,20,4,0,N,N,0x2330fcac8a3f7b7d,32,missing_knowledge
d2d1.dll,0x180007c78,func_pdata_0x180007c78,func_pdata_,Y,a6,2a,2,0,N,N,0x1756281923a0f790,32,missing_knowledge
d2d1.dll,0x180007d28,func_call_0x180007d28,func_call_,Y,9,5,1,0,N,N,0x413b12752d97b5c7,32,missing_knowledge
d2d1.dll,0x180007d58,func_pdata_0x180007d58,func_pdata_,Y,89,28,1,0,N,N,0xc30ce0d36d92a375,32,missing_knowledge
d2d1.dll,0x180007de8,func_pdata_0x180007de8,func_pdata_,Y,73,1f,3,0,N,N,0xea040b16e36d7af4,32,missing_knowledge
d2d1.dll,0x180007e70,func_pdata_0x180007e70,func_pdata_,Y,219,75,0,0,N,N,0xe9144b850a6f7d5b,32,missing_knowledge
d2d1.dll,0x180008090,func_pdata_0x180008090,func_pdata_,Y,10d,4a,0,0,N,N,0x7a839721ade9c495,32,missing_knowledge
d2d1.dll,0x1800081a4,func_pdata_0x1800081a4,func_pdata_,Y,16,5,2,0,N,N,0x1635f7b2fdf642d2,32,missing_knowledge
d2d1.dll,0x1800081c4,func_pdata_0x1800081c4,func_pdata_,Y,161,6a,2,0,N,N,0x0c7af428a931cf9b,32,missing_knowledge
d2d1.dll,0x18000832c,func_pdata_0x18000832c,func_pdata_,Y,274,93,2,0,N,N,0x7e96ad3d02d4785e,32,missing_knowledge
d2d1.dll,0x1800085b0,func_pdata_0x1800085b0,func_pdata_,Y,18d,5e,0,0,N,N,0xb5274f704ef92781,32,missing_knowledge
d2d1.dll,0x180008750,func_pdata_0x180008750,func_pdata_,Y,150,56,0,0,N,N,0x017a10bb4fdd2311,32,missing_knowledge
d2d1.dll,0x1800088a8,func_pdata_0x1800088a8,func_pdata_,Y,16,5,2,0,N,N,0x000a55622ed8b559,32,missing_knowledge
d2d1.dll,0x1800088c8,func_pdata_0x1800088c8,func_pdata_,Y,3e2,e4,2,0,N,N,0x6ea56529e41e0a7a,32,missing_knowledge
d2d1.dll,0x180008cc0,func_pdata_0x180008cc0,func_pdata_,Y,e6,3e,0,0,N,N,0x36ae206f3582ba8e,32,missing_knowledge
d2d1.dll,0x180008db0,func_pdata_0x180008db0,func_pdata_,Y,14b,4f,0,0,N,N,0xbc7391a93e341a53,32,missing_knowledge
d2d1.dll,0x180008f10,func_pdata_0x180008f10,func_pdata_,Y,386,d9,0,0,N,N,0x93aa0dde6baad153,32,missing_knowledge
d2d1.dll,0x1800092a0,func_pdata_0x1800092a0,func_pdata_,Y,a1,2b,2,0,N,N,0x24c79c8ff09154c8,32,missing_knowledge
